dateissued	typefull	identifier	title	descriptionallpeople																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564043	Albini   profezia  design italiano	Giampiero Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564068	   progetti  Benetton	 Collina																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564071	Creativi  nasce   diventa	 Collina																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564087	 database bibliografico monografie paper periodici sitografia   beni culturali	 Lupo  Cristallo																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564192	 struttura della ricerca	 BIANCHINI																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564194	L'atlante 	 Bianchini																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564196	 ricerca fondativa Sistema Design Italia	 Bianchini																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564219	Cult  processo  ricerca  teoria  progetto	 VILLARI																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564317	Design made  Cassina  parcours  rencontres   visions pour l'avenir	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564318	Alberto Rosselli   recherche d'un produit  série	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564319	Afra  Tobia Scarpa Entretien avec Tobia Scarpa	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564320	Olli Mannermaa Nouvelles technologies pour  fouteuil Finlandese	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564325	 disegno   progetto  design	 Amoruso																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564326	 sviluppo dell'ottica  fari	 Amoruso																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564327	 teatro comunale  Bologna  Antonio Galli Bibiena Disegni  rilievi   facciata incompiuta	 Amoruso																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564364	 shopping   luoghi d'acquisto  management  design  servizio	 Cautela																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564390	Conversation avec Mario Bellini	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564391	   nouvelle pholosophie d'utilisation	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564392	Theodore Waddell L'impossibilité structurelle  système tensitègre	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564393	 traduzione visiva Forme dell'accesso peritestuale	Giovanni Baule																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564450	Conversation avec Paolo Deganello	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564451	Conversation avec Gaetano Pesce	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564452	Piero  Martini   projet rationnel   monde casual	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564462	 rifunzionalizzazione compatibile alcuni esempi	 Gerosa																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564501	 shopping   luoghi  acquisto secondo  prospettiva design driven	Zurlo																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564502	  discontinuità competitiva Appunti sulle buone pratiche creative nelle imprese famigliari  made  Italy	Zurlo																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564552	Conversation avec Andrea Branzi	  Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564553	Toshiyuki Kita Comportements informels dans  foret   moternité	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564554	Massimo Morozzi  variable   inattendu	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564555	Sotsass Associati  propos  DiwanKhas   jolies filles	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564556	Conversation avec Philippe Starck	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564559	Hannes Wettstein  purisme  fluidité	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564561	Patrick Jouin pour  nouvel espace gravitationnel   maison	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564562	Rodolfo Dordoni l'essentialité d'une approche conceptuelle	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564564	JehsLaub additions  soustractions volumetriques	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311564565	Conversation avec Piero Lissoni	 Bosoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311565175	Proactive Ergonomics  Refrigerator Concept Development	Maximiliano Romero Fiammetta Costa  Giuseppe Andreoni Marco Mazzola Juan Vargas  Luigi Conenna																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311565571	 mythe  Léonard  Vinci  France entre  XIXe    siècle	 Cordera																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311565677	Materiali leggeri   mondo performante	 Ferrara																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311566003	Categorie   temi  ricerca  mappa fenomelogica	 Visconti																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311566116	 Cenacolo  Leonardo  miracolo  diligenza  restauro	MARANI																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311566120	Leobardo's Saint John  hypotheses   genesis  restorations  Fortunes	Marani																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311566122	Leonardo  Vinci lotta  dragone  cavalli  passo	Marani																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311568404	Vasi ancora comunicanti	 Finessi																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311568423	Design alla Coop Progettare   mondo reale	 Finessi																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311568434	Saper vedere  design italiano	 Finessi																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311568441	 Memphis  Zeus   altri miti  memoria  design italiano degli anni ottanta	 Finessi																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311568469	Massimo Lunardon	 Finessi																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311570246	Postfazione   Vidler  deformazione dello spazio	 BARBARA																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311573897	 welcoming city	Luisa Maria Virginia Collina																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311575206	 tessile  crisi  traiettorie  innovazione	 Bertola																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311587273	  didattica orizzontale  disegno	Pierluisi																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311587274	 Danteum  Terragni Note   costruzione  modello digitale interattivo	Pierluisi																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311665968	 bene artistico  valore  possibilità strategiche    ogni tempo	  Tonelli																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311666646	Serie  Fuori Serie	Arturo Dell'Acqua Bellavitis																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311683438	Method  Movement  Gesture Assessment MMGA  Ergonomics	 Andreoni  Mazzola  Ciani  Zambetti  Romero  Costa  Preatoni																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311683440	Proactive Ergonomics  Refrigerator Concept Development	 Romero  Costa  Andreoni  Mazzola  Vargas  Conenna																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311686468	Active welfare	 Parameswaran  Herczegh  Costa																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311687766	 patrimonio  fari della Sicilia	 Amoruso  Bartolomei																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311687770	L’Album illustrato  fari  Sicilia	 Amoruso  Bartolomei  Nucifora																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311688221	Design follows Materials	 Ferrara  Lucibello																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311688986	Methodologies   evaluation  seismic vulnerability  complex masonry buildings case histories   historic centre  Sulmona	 Binda  Anzani  Cardani																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311689002	Valutazione della vulnerabilità sismica  edifici complessi  muratura casi  studio  centri storici  Sulmona 	Luigia Binda Anna Anzani Giuliana Cardani Antonio Martinelli																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311689036	Indagini  sito   laboratorio   rilievo  danni causati  terremoto  2004  materiali  strutture  alcune chiese della provincia  Brescia	Anzani  Binda  Saisi 																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311690032	Colore Texture  contributi  Basic Design	 Calabi																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311690086	Percorsi sonori urbani Comunicazione  l'identità  territorio	Calabi	 DANIELA ANNA																																	
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311690385	Case Histories Open  safe places	 Trocchianesi																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311690388	Residual area  city entrances some experiences	 Trocchianesi																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311692657	 immagini della città Storie  grafica	 Piazza																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311693757	Beyond  realm  Flatland	 Piazza																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311693765	 sedicesimo 	 Piazza																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311693870	Lingotto	 Barbara																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311881641	 fiumi  lago  strutture elioterapiche della provincia  Mantova   sistema idroviario mantovano  ruolo  Mantova    porto   sistema idroviario diffuso  territorio	Feraboli 																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311881642	Guida alla memoria futurista  Milano	Feraboli 																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311881643	Tracce  Futurismo negli Archivi  Milano	Feraboli 																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311881644	Indice  nomi  persona	Feraboli 																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311996619	Ricercare   design	BERTOLA PAOLA																																		
2009	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311996622	 metodologia   categorie interpretative	BERTOLA	 PAOLA																																	
2010	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet113111040764	 visione polisemica  colore	Visconti	 																																	
2010	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311563389	 Arte  Design Racconti   secolo	 Guerrini																																		
2010	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311566126	 febbraio 1498  Cenacolo svelato	Marani																																		
2010	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311566129	Gaudenzio Ferrari   suoi collaboratori nella Cupola  Santuario  Saronno	Marani																																		
